Date,Close,High,Low,Open,Volume
2023-05-05,401.6282043457031,402.68913851614656,397.7445977387526,398.007388135648,87844000
2023-05-08,401.73529052734375,402.2219592534578,400.3142261641833,401.9591688347608,50046800
2023-05-09,399.9735107421875,401.1025856344496,399.73991928306384,400.16819009405634,49220100
2023-05-10,401.84234619140625,403.4872887518615,397.9684526974755,402.8448825119293,96142900
2023-05-11,401.1415100097656,401.4334993209787,399.0390978573392,400.96631642303777,70157100
2023-05-12,400.6159362792969,402.6112957685378,398.1631367285106,402.39716035271437,70439400
2023-05-15,401.9980773925781,402.4068624545101,399.2922006873979,401.22913255184045,54289400
2023-05-16,399.3116760253906,401.81316032040905,399.30193314595533,400.8787350116399,57705500
2023-05-17,404.158935546875,404.7721132125985,399.69132004461545,401.35571883081343,87287000
2023-05-18,408.05224609375,408.48051692312157,403.6138299565358,403.83767854650284,97177200
2023-05-19,407.4584655761719,409.502479896127,406.2223378688356,408.9671562498068,103679700
2023-05-22,407.62396240234375,409.1813081232912,406.222354223881,407.47796773873284,60745400
2023-05-23,403.04931640625,407.55587372344837,402.65024447213256,405.95958598697865,86383500
2023-05-24,400.1293029785156,401.81318752027346,398.95157293924603,401.4238584672152,89213700
2023-05-25,403.5943298339844,405.0640787508319,401.41406365579905,403.6819266317973,90961600
2023-05-26,408.8211364746094,409.5511394753617,404.17832808322765,404.25618200025934,93830000
2023-05-30,408.9769287109375,411.31293268499286,407.57532038572384,410.7776089610705,72216000
2023-05-31,406.7090148925781,408.0424823004521,405.12247027016514,407.127542821317,110811800
2023-06-01,410.5732116699219,411.6438888093061,405.6773254680984,406.94265227579683,88865000
2023-06-02,416.51055908203125,417.30867318618937,412.6464083620261,413.18173205792607,91366700
2023-06-05,415.71246337890625,418.16526325151364,415.00191629137805,416.86099453088,65460200
2023-06-06,416.61761474609375,417.15293844559983,414.6319980919554,415.293890112602,64022200
2023-06-07,415.1770324707031,418.16518524765524,414.7487616627537,417.01665430992654,85373300
2023-06-08,417.68829345703125,418.1457632344052,414.4665489603408,415.2452070178747,61952800
2023-06-09,418.437744140625,420.4720157510119,417.4352078024171,418.4961420085672,85742800
2023-06-12,422.2337341308594,422.3116177537034,418.70054447165705,419.4305474903507,76104300
2023-06-13,425.0174865722656,425.6696059560719,423.0416129596479,423.7132181007548,95899700
2023-06-14,425.52362060546875,427.35349959785805,422.0293430418738,425.358169888184,100612100
2023-06-15,430.7991027832031,432.0644294147375,424.59894882166896,424.69625879032725,110303100
2023-06-16,429.33172607421875,433.3860747690242,428.85302867929283,432.8096761182953,114121300
2023-06-20,427.104248046875,428.26682434594113,425.0038053417022,427.36804440257424,76160400
2023-06-21,424.91595458984375,426.91869638194686,424.3199977362642,426.10783848276225,76982300
2023-06-22,426.4497985839844,426.5572491119716,423.60686154285787,423.9488010837805,70637200
2023-06-23,423.2257385253906,425.0331072723741,422.5028029522913,422.9521929181988,92074500
2023-06-26,421.49658203125,424.5935061786807,421.2523437943885,422.6493793538192,72823600
