Date,Close,High,Low,Open,Volume
2024-05-02,155.17294311523438,156.74580959616358,152.57723636716307,156.48527008837465,5904300
2024-05-03,158.04849243164062,158.4923740521016,155.10541903049878,155.5106945671422,5849900
2024-05-06,157.025634765625,158.85904072334924,155.35628256018725,158.6467514574664,5834600
2024-05-07,156.85195922851562,158.24148368245548,156.21509139980887,157.6335630528803,5301700
2024-05-08,154.8255615234375,157.18967595445656,154.2658911533182,156.45632239563065,5906700
2024-05-09,154.77731323242188,155.66507639888667,154.4106438103488,155.1729445768825,3570000
2024-05-10,155.11505126953125,155.7808662871041,154.7290788044571,155.07645991258613,3509500
2024-05-13,155.62648010253906,156.87126861114464,155.16331017380298,155.62648010253906,3505900
2024-05-14,155.92559814453125,156.5624659465256,154.1211540961193,155.98349254036614,4025000
2024-05-15,158.04849243164062,158.65641309855917,156.19579795388213,156.62037653243434,5261300
2024-05-16,158.5888671875,159.14852286175434,156.4949215926985,157.720407028738,4642000
2024-05-17,160.5863037109375,160.65385699511413,158.72396508935995,159.59241055738664,5152200
2024-05-20,158.79150390625,160.5863039704582,158.64676790264724,160.1906725954016,3058700
2024-05-21,157.2186279296875,159.90119106932306,156.80370826145509,159.57309827417674,3645200
2024-05-22,154.01504516601562,156.26337131020782,153.6001106931672,155.90634597052406,6904900
2024-05-23,152.71234130859375,154.42994392800446,152.22986833181756,153.45535381552298,5672900
2024-05-24,151.5543975830078,153.21410567480535,150.87893841167292,152.8088301720044,3689900
2024-05-28,149.8946990966797,150.86930392140079,148.5534248262547,150.86930392140079,5533500
2024-05-29,149.36398315429688,150.89825846693026,148.29289251758283,149.4604836427569,4254500
2024-05-30,150.8306884765625,150.9464772707657,148.19639034109974,149.22887477852495,4311100
2024-05-31,155.587890625,155.97386311629663,150.72455478078476,151.15877751447013,15664400
2024-06-03,154.57470703125,157.46954512367944,153.26237984039233,154.39136492957087,4467800
2024-06-04,156.45632934570312,157.10284133889496,154.16941224937761,154.5746877649349,4215500
2024-06-05,159.64065551757812,160.16171983637165,156.47563407477887,157.1896846329809,5100500
2024-06-06,162.6609344482422,162.96006531593295,158.58886164698728,159.6888993638629,5186700
2024-06-07,163.4811248779297,164.36887329706752,161.90825842368162,163.0758493859693,3781700
2024-06-10,164.4846954345703,164.76452328549664,161.81179099269144,163.07586784918846,4247500
2024-06-11,161.82144165039062,164.6583852531437,161.55125794764342,164.282056901181,3790200
2024-06-12,160.26788330078125,162.63199813999972,159.24504286026362,161.9951449475412,4725600
2024-06-13,160.72140502929688,161.04948313887644,159.2160916099012,160.18103761965818,3690800
2024-06-14,162.68023681640625,163.30746052842758,160.18103029909182,160.63455608086323,4377600
2024-06-17,163.7320098876953,164.42677209936377,161.4933431020235,162.4968803389304,4076000
2024-06-18,165.3531494140625,166.9453044463098,163.9153745537603,164.46540084877049,4250900
2024-06-20,166.0961456298828,166.75230178685678,164.06010915329819,165.17943522836592,5847500
2024-06-21,164.4171600341797,166.8681165698202,163.64520023454435,166.64618309674415,12308100
2024-06-24,166.6847686767578,167.33128069628486,164.71627069368714,165.13120510855177,6249900
2024-06-25,164.76451110839844,167.33127071562538,164.63906343075095,166.06719395255132,5712700
2024-06-26,165.15048217773438,166.30842901780403,164.18553629361344,164.32062812843415,5576100
2024-06-27,163.06622314453125,165.54612660626577,161.86968485305866,165.28558707427035,5382000
2024-06-28,165.5075225830078,165.79700929375267,163.12410506532754,164.03115655450537,24463400
2024-07-01,164.39784240722656,167.7848122307576,163.59693547449126,165.26630262624536,5194500
2024-07-02,160.14244079589844,162.71884478720867,159.65030892440637,162.71884478720867,5965500
2024-07-03,158.09674072265625,161.24247393914405,157.78796567546195,160.26786910752494,3527600
2024-07-05,161.38720703125,161.44510143131063,157.8941074711325,158.94589500265093,5978300
2024-07-08,160.68280029296875,161.84073246351494,159.81434012212932,160.70208861034493,3500200
2024-07-09,162.15916442871094,162.62233434655445,159.08098459514875,161.1652713113039,4224600
2024-07-10,162.24600219726562,162.54513306889237,160.28716320831697,161.5801871738869,3887800
2024-07-11,163.95396423339844,164.37854279255373,161.48370504257443,161.64774408153784,3689500
2024-07-12,164.3109893798828,165.61367225589714,163.94430522019454,164.64872634000687,4133500
2024-07-15,163.62933349609375,165.90804589229666,163.03530865511794,164.48629126252837,2395100
2024-07-16,164.7686767578125,165.40166227983724,162.8794826624059,164.18439957497876,3829500
2024-07-17,170.67971801757812,171.13741000058752,165.07056175232754,165.07056175232754,6983200
2024-07-18,166.65786743164062,172.05276909078103,166.2488689543048,169.88117663046336,5957800
2024-07-19,167.8069610595703,169.29688930159736,166.73576402189474,169.12159575944924,4293600
2024-07-22,169.06320190429688,170.15386465392655,167.49536677212143,168.78080346346974,4066900
2024-07-23,168.61521911621094,170.01750808961253,168.2451813687369,168.78077991540604,2933800
2024-07-24,171.5950927734375,171.9748781369156,168.42046218005072,168.66391471713064,6117700
2024-07-25,177.39898681640625,181.23580104588999,167.3005806816372,172.36439030637607,9442200
2024-07-26,180.31069946289062,181.95644107164557,177.34057539316993,178.64547748964907,6948800
2024-07-29,177.17503356933594,181.25530076319194,175.80195759475708,179.22002611312547,5458500
2024-07-30,181.8882598876953,182.79391106023132,177.81774056490883,178.78180311021944,6032200
2024-07-31,180.4665069580078,182.58940598587154,178.64547184474395,181.50847610806863,6473900
2024-08-01,184.7415313720703,185.96852682025641,181.87852713380568,182.85233729053985,6595500
2024-08-02,184.33253479003906,188.83154822744103,181.57666487197662,185.97827648201994,6303900
2024-08-05,179.53163146972656,184.3325081527738,178.2461949993186,182.5407011265957,6459300
2024-08-06,180.84628295898438,182.9010228955953,178.28515760210772,180.5736024564081,4273200
2024-08-07,182.59915161132812,184.62467868096252,181.10922314217768,182.97893700818676,6351000
2024-08-08,185.4134521484375,185.71534578564246,182.02459688589147,182.02459688589147,5744600
2024-08-09,184.95574951171875,186.00746622756012,183.17369006285884,185.78349405985674,3206500
2024-08-12,185.19920349121094,185.57900370691326,182.78415852806992,185.10183139365625,4808300
2024-08-13,186.22171020507812,186.91312194731242,184.42017034906323,185.569259189846,3477300
2024-08-14,187.9453582763672,188.286197771311,185.4816197944308,185.99773798334783,4153400
2024-08-15,188.3348846435547,189.88325413731417,186.28014455002042,189.39634904272467,4719900
2024-08-16,188.82179260253906,189.16263211758792,187.2344920743299,188.80232709705848,3674900
2024-08-19,191.71400451660156,192.01588329357315,188.2862033970669,188.33488201851594,4309300
2024-08-20,191.0128631591797,192.30803249724644,189.0457772705348,191.95746023386624,3631800
2024-08-21,191.38291931152344,192.1717032038643,190.54544193686772,191.29527995885547,4250400
2024-08-22,191.2270965576172,192.36645266286953,190.23382089201084,191.8503344662808,3676700
2024-08-23,192.37620544433594,192.7949366924138,191.09076886489228,192.08405941635652,4720300
2024-08-26,192.2690887451172,192.78520696367158,190.9349735227216,192.38594121447608,4182300
