Date,Close,High,Low,Open,Volume
2024-05-02,82.02747344970703,82.40054602274326,81.31077292556733,81.57584942660493,734400
2024-05-03,82.77362060546875,83.33323322379225,82.4987242302031,82.94052839647814,558200
2024-05-06,83.59831237792969,83.91248071579668,83.2350521943106,83.43141208695498,567900
2024-05-07,83.66703796386719,84.26592253900455,83.35286962038235,83.88303010445628,559200
2024-05-08,84.02047729492188,84.14810560814357,83.4804969498223,83.67685684366036,500200
2024-05-09,84.81571197509766,84.94334028487137,83.9419310696254,84.12847109114101,674100
2024-05-10,84.80589294433594,85.76803768172665,84.70771674428316,85.07097692387877,459800
2024-05-13,84.49172973632812,85.33605859066523,84.42300564308508,85.12006644322582,514600
2024-05-14,84.82553100585938,85.19860355484877,84.56044703154382,84.96297918129567,508800
2024-05-15,85.18878936767578,86.22947811011788,84.84516890617503,85.50295771681424,691300
2024-05-16,83.80448913574219,85.62077517038426,83.80448913574219,84.92371436748333,770700
2024-05-17,84.11865234375,84.15792432197935,83.29395578166137,83.93211231975152,634900
2024-05-20,84.24627685546875,84.86480112172896,84.05974433024741,84.2659165888796,664700
2024-05-21,84.17755889892578,84.33464681619698,83.49031798677474,83.87321042216806,717100
2024-05-22,83.51976776123047,85.17897326174194,83.30377562620957,84.01065625341835,791000
2024-05-23,82.53799438476562,83.82411989360067,82.35145435266371,83.71612382136948,635000
2024-05-24,83.23505401611328,83.4510461575676,82.6558091734532,82.81288960064278,590100
2024-05-28,81.03588104248047,83.27433158532926,80.93770483260134,83.14670326152286,872500
2024-05-29,79.6319351196289,80.82970428892787,79.45521495546407,80.27009168413326,1391100
2024-05-30,80.56461334228516,80.93769337351608,79.69083246445003,79.77919628408605,864600
2024-05-31,82.1158218383789,82.24345014276732,80.58425222426382,80.71188052865223,2391400
2024-06-03,80.70207214355469,82.22382959793089,79.7497546777297,81.99801757611047,755300
2024-06-04,79.7693862915039,80.68243925882432,79.59266612072045,80.44681486123456,814200
2024-06-05,80.5842514038086,80.84932787648985,79.1901299748792,79.8871906893439,520300
2024-06-06,79.4061279296875,80.90825316148154,78.91523938724055,80.42717699682092,568200
2024-06-07,79.60247802734375,79.88719424570641,78.76796910613669,79.04286545755889,526300
2024-06-10,79.99520111083984,80.04428547144121,79.12141260390376,79.2392285520037,450300
2024-06-11,80.10317993164062,80.15227177662,78.90541831200127,79.720287509966,466600
2024-06-12,82.06673431396484,82.76380256256887,81.59548555730076,82.10600629208085,712000
2024-06-13,82.14527893066406,82.30236684439107,80.8198814926394,81.8212907263751,687900
2024-06-14,80.95733642578125,81.37950086618639,79.5141229320622,81.09478461657692,699600
2024-06-17,82.15510559082031,82.17473783647748,80.66280773884374,80.66280773884374,714800
2024-06-18,82.68526458740234,83.1074290197318,81.68384779891646,82.01765589186658,782100
2024-06-20,82.3907241821289,82.99942861969294,81.96855977179793,82.36127207053717,643900
2024-06-21,82.60671997070312,82.7245359126395,81.24205047732227,82.42999980298077,1486400
2024-06-24,82.89143371582031,84.03029115877715,82.3907253406282,82.79325751234606,928600
2024-06-25,81.41876983642578,82.6852631107969,80.52534913893467,82.40054687171833,922500
2024-06-26,80.8787841796875,81.0555043340935,80.2798996281096,80.99660011274612,876900
2024-06-27,80.52534484863281,81.16350138564556,80.18172440266102,80.20136413692451,868500
2024-06-28,80.28971862792969,81.85074789004965,79.77919790425074,80.64315893292425,1378400
2024-07-01,78.71887969970703,80.74133791097451,78.70905983246246,80.69225355547972,623200
2024-07-02,79.41594696044922,79.62211924725922,78.2279975990975,78.54216596333627,1028800
2024-07-03,79.56321716308594,80.19155390849045,79.0625087442788,79.29813315121429,539800
2024-07-05,79.01341247558594,79.19013262674582,77.72727957366978,78.90541641152357,1190100
2024-07-08,79.58283996582031,79.86755619016601,78.96432316212281,79.24903938646851,726800
2024-07-09,79.25886535644531,79.83811022652066,78.73851722269391,79.36685394191933,968600
2024-07-10,81.47767639160156,81.6151245812439,79.6024860955584,79.70066230382228,1014100
2024-07-11,84.51136779785156,84.80589641004623,82.24345778502214,82.65580982667747,1004700
2024-07-12,86.22948455810547,87.02472161281047,85.07098727958511,85.3557035376515,999000
2024-07-15,86.20001983642578,87.56468920767493,86.10183614841692,86.61236436075349,1154700
2024-07-16,90.30384826660156,90.46092868554298,86.88726114285141,87.1523376268492,1338300
2024-07-17,88.49737548828125,90.4511095615379,88.49737548828125,89.80314065624137,850900
2024-07-18,87.39778137207031,90.76527663248758,87.22106122028536,88.16357369004761,1025900
2024-07-19,86.38655853271484,88.04576410572788,85.97421397894635,87.73159575661413,1038600
2024-07-22,87.19161224365234,87.45669622603857,85.09061008045812,86.54364332406247,1138800
2024-07-23,79.00359344482422,83.51976597848109,78.37525678746485,79.44539008221747,2721300
2024-07-24,79.2883071899414,80.9965969557054,79.18031112810472,79.4061156280443,2167100
2024-07-25,80.68243408203125,81.8114791290184,79.63193299265596,79.69083721568282,1505600
2024-07-26,82.96015930175781,83.36269148072702,81.78202985811527,82.02747411640449,1149800
2024-07-29,82.96015930175781,83.73576405679549,82.29255061959655,82.96015930175781,1059000
2024-07-30,83.8928451538086,84.41319327742299,83.44122861381113,83.66704062899205,881100
2024-07-31,83.80415344238281,84.60237967659668,83.52822375739629,84.37572637186634,1746400
2024-08-01,81.34048461914062,84.6220930479777,80.17763272176833,83.7844396966051,874700
2024-08-02,81.20252227783203,81.26164792101292,79.10347172266727,80.51269052713384,1106000
2024-08-05,80.46341705322266,81.3601885036666,78.51218823634098,79.55678882330665,1243300
2024-08-06,80.47328186035156,82.21755607491973,80.10865616870937,80.61124671264416,860000
2024-08-07,79.10346984863281,82.40479186039938,78.79797734140858,80.79847508585121,1291700
2024-08-08,79.32027435302734,80.30574182051663,78.63045013319288,79.6257743805427,1075100
2024-08-09,79.10346984863281,80.08893731040908,78.4530652334909,79.35969349388026,628000
2024-08-12,77.72383117675781,79.24145216068364,77.61542914086876,79.04435413246671,698800
2024-08-13,78.41364288330078,78.63044692025275,77.48730109578591,78.3545172435938,679900
2024-08-14,78.60089111328125,79.18231333832794,78.0194613697141,78.78812482856519,652200
2024-08-15,79.08377075195312,80.06923830026408,78.69943900959352,79.68490655790445,735100
2024-08-16,78.49248504638672,79.34983692859706,78.2756810012466,78.99507555843698,834200
