Date,Ticker,Open,High,Low,Close,Volume,sentiment_7d_avg,RSI,MACD,MACD_Signal,SMA,EMA,Label
2025-05-02,MSFT,431.7099914550781,439.44000244140625,429.9849853515625,435.7250061035156,14095758,0.6985460526315788,72.02626817183796,7.6975388545143915,0.9466785531323862,383.3272506713867,391.45878191235965,HOLD
